,text,label_category
1875,"I 've been to this monster sushi twice , the 46th st once , the 23rd st one a number of times .","[0, 0, 0, 0, 0, 1]"
1876,this one is definintely my least favorite .,"[0, 0, 0, 0, 0, 1]"
1877,not worth it ; visit the other ones for real monster sushi goodness .,"[0, 0, 0, 0, 0, 1]"
1878,I went there with my friend last saturday .,"[0, 0, 0, 0, 1, 0]"
1879,first it took us a long time to find the place .,"[0, 0, 0, 0, 0, 1]"
1880,"we were tired and cold when we got to the restaurant , then we sat down to begin ordering appetizers .","[0, 0, 0, 0, 1, 0]"
1881,"but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section .","[0, 0, 0, 1, 0, 0]"
1882,then we ordered a dinosaur rolls and white tuna sashimi .,"[0, 0, 0, 1, 0, 0]"
1883,"those rolls were big , but not good and sashimi was n't fresh .","[0, 0, 0, 1, 0, 0]"
1884,"they were dry and disgusting , i did n't even finish my first piece .","[0, 0, 0, 1, 0, 0]"
1885,My roommate and I LOVE this place .,"[0, 0, 0, 0, 0, 1]"
1886,"We recently decided to try this location , and to our delight , they have outdoor seating , perfect since I had my yorkie with me .","[1, 0, 0, 0, 0, 0]"
1887,Indoor was very cozy and cute .,"[1, 0, 0, 0, 0, 0]"
1888,"The portion sizes here are huge , and the sushi is good .","[0, 0, 0, 1, 0, 0]"
1889,"While it 's not Nobu , it sure is a great deal and you definitely will leave feeling satisfied and full .","[0, 0, 0, 0, 0, 1]"
1890,Staff is very accomodating .,"[0, 1, 0, 0, 0, 0]"
1891,"Largest and freshest pieces of sushi , and delicious !","[0, 0, 0, 1, 0, 0]"
1892,Very good service and very good prices .,"[0, 1, 1, 0, 0, 0]"
1893,Terrific menu full of unique rolls and special dishes .,"[0, 0, 0, 1, 0, 0]"
1894,Killer Sushi !,"[0, 0, 0, 1, 0, 0]"
1895,"This is the Cheers of New York , whether you 've ever been there or not .","[0, 0, 0, 0, 0, 1]"
1896,Everyone is welcomed in as family .,"[0, 1, 0, 0, 0, 0]"
1897,"The food , drinks and service are clearly among the best in the city .","[0, 1, 0, 1, 0, 0]"
1898,"During our meal , the management came over and checked on us and even bought us a round of drinks .","[0, 1, 0, 0, 1, 0]"
1899,While I 'm not sure that this happens all the time-this is the kind of treatment that buys repeat business !,"[0, 0, 0, 0, 0, 1]"
1900,"On a recent Sunday afternoon , a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT .","[0, 0, 0, 0, 1, 0]"
1901,"This was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .","[1, 0, 0, 1, 0, 0]"
1902,"The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .","[0, 1, 0, 1, 0, 0]"
1903,"With so many poor experiences to be had in the theater district , is truly an excellent find !","[0, 0, 0, 0, 0, 1]"
1904,We will return many times for this oasis in mid-town .,"[0, 0, 0, 0, 0, 1]"
1905,Hurley 's is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,"[0, 1, 0, 0, 0, 0]"
1906,"Try the crunchy tuna , it is to die for .","[0, 0, 0, 1, 0, 0]"
1907,"Try everything for that matter , it is all good .","[0, 0, 0, 1, 0, 0]"
1908,I have been going there since it opened and I ca n't get enough .,"[0, 0, 0, 0, 0, 1]"
1909,Hurley 's is terrific !,"[0, 0, 0, 0, 0, 1]"
1910,I love going there !,"[0, 0, 0, 0, 0, 1]"
1911,I recommend this place to everyone who asks me where to go for a good meal .,"[0, 0, 0, 0, 0, 1]"
1912,They all know you .,"[0, 1, 0, 0, 0, 0]"
1913,Good food .,"[0, 0, 0, 1, 0, 0]"
1914,Good drink .,"[0, 0, 0, 1, 0, 0]"
1915,How do you rate home ?,"[0, 0, 0, 0, 0, 1]"
1916,The bagels are fabulous .,"[0, 0, 0, 1, 0, 0]"
1917,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze ( they told me that if I call in the order , they 'd bring it out to the car so I would n't have to look for parking ) .","[0, 1, 0, 0, 0, 0]"
1918,They are the best bagels I 've had .,"[0, 0, 0, 1, 0, 0]"
1919,Their whitefish salad is excellent--all whitefish with a little mayo .,"[0, 0, 0, 1, 0, 0]"
1920,The bagels are also reasonably priced for NYC .,"[0, 0, 1, 0, 0, 0]"
1921,"Growing up in NY , I have eaten my share of bagels .","[0, 0, 0, 0, 0, 1]"
1922,Ess-A-Bagel ( either by Sty-town or midtown ) is by far the best bagel in NY.,"[0, 0, 0, 0, 0, 1]"
1923,"The bagels always warm , soft on the inside , crispy on the outside and enormous in size .","[0, 0, 0, 1, 0, 0]"
1924,They have a huge selection of different cream cheeses and all of their salads are great .,"[0, 0, 0, 1, 0, 0]"
1925,The lox is always fresh too .,"[0, 0, 0, 1, 0, 0]"
1926,Highly recommended to all !,"[0, 0, 0, 0, 0, 1]"
1927,Our first time in New York and we had to try a New York Bagel .,"[0, 0, 0, 0, 0, 1]"
1928,We were not dissappointed in the least bit by this little gem .,"[0, 0, 0, 0, 0, 1]"
1929,The bagel was huge .,"[0, 0, 0, 1, 0, 0]"
1930,They were served warm and had a soft fluffy interior .,"[0, 0, 0, 1, 0, 0]"
1931,The workers there also absolutely load the bagel with cream cheese ( g ets a little messy ) .,"[0, 0, 0, 1, 0, 0]"
1932,I loved it and would HIGHLY RECOMMEND.,"[0, 0, 0, 0, 0, 1]"
1933,I grew up on these bagels .,"[0, 0, 0, 0, 0, 1]"
1934,The staff is no nonsense .,"[0, 1, 0, 0, 0, 0]"
1935,The food options rule .,"[0, 0, 0, 1, 0, 0]"
1936,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,"[0, 0, 0, 1, 0, 0]"
1937,Worth visiting the 1st Ave spot because it is the original store .,"[0, 0, 0, 0, 0, 1]"
1938,"the bagels are : big , brobdingnagian , colossal , elephantine , enormous , gargantuan , giant , gigantic , huge , humungous , jumbo , king sized , leviathan , mammoth , massive , titanic , tremendous , whopping ... best bagels in nyc .","[0, 0, 0, 1, 0, 0]"
1939,always fresh and delicious .,"[0, 0, 0, 1, 0, 0]"
1940,so garantuan that you ca n't fit them in a toaster .,"[0, 0, 0, 1, 0, 0]"
1941,"my personal favorite is an everything bagel with lox spread , but all the bagles are unbeliavably good .","[0, 0, 0, 1, 0, 0]"
1942,My friends and I have been going here regularly for two years .,"[0, 0, 0, 0, 0, 1]"
1943,I 've been to plenty of great sushi spots in manhattan ; Faan is always my favorite for sushi and chinese .,"[0, 0, 0, 1, 0, 0]"
1944,The sushi for two is a GREAT value .,"[0, 0, 1, 0, 0, 0]"
1945,"I LOVE their spicy scallop roll , and my boyfriend consistently gets the sesame chicken .","[0, 0, 0, 1, 0, 0]"
1946,Their sake martini is wonderful .,"[0, 0, 0, 1, 0, 0]"
1947,"I find the service to be so friendly and very quick , and we are often greeted w on the house .","[0, 1, 0, 0, 0, 0]"
1948,It is by far my favorite restaurant in Brooklyn .,"[0, 0, 0, 0, 0, 1]"
1949,The drinks are always welll made and wine selection is fairly priced .,"[0, 0, 1, 1, 0, 0]"
1950,Try their chef 's specials-- they are to die for .,"[0, 0, 0, 1, 0, 0]"
1951,"Service is not exactly five star , but thats not really a big deal .","[0, 1, 0, 0, 0, 0]"
1952,Downstairs lounge is always a good attraction,"[1, 0, 0, 0, 0, 0]"
1953,Faan 's got a great concept but a little rough on the delivery .,"[0, 0, 0, 0, 0, 1]"
1954,"My GF and I still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .","[1, 0, 0, 1, 0, 0]"
1955,But the thai is definitely not great -- bland and indistinguished .,"[0, 0, 0, 1, 0, 0]"
1956,They do n't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai .,"[0, 0, 0, 1, 0, 0]"
1957,The service is not consistently excellent -- just decent .,"[0, 1, 0, 0, 0, 0]"
1958,Get the feeling they settled into a groove a while ago .,"[0, 0, 0, 0, 0, 1]"
1959,They need a kick out of it but until then the sushi is pretty good and the place is consistent .,"[0, 0, 0, 1, 0, 0]"
1960,Faan is sooo good .,"[0, 0, 0, 0, 0, 1]"
1961,The best pad thai i've ever had .,"[0, 0, 0, 1, 0, 0]"
1962,The design and atmosphere is just as good .,"[1, 0, 0, 0, 0, 0]"
1963,bottles of wine are cheap and good .,"[0, 0, 1, 0, 0, 0]"
1964,What more could you want ?,"[0, 0, 0, 0, 0, 1]"
1965,SEA has become so popular that they 've let it go to their heads .,"[0, 0, 0, 0, 0, 1]"
1966,"It 's super-trendy and there 's always someone to take that empty seat , so it seems that customer service has been deemed not of the essence .","[0, 1, 0, 0, 0, 0]"
1967,The food is usually good but it certainly is n't a relaxing place to go .,"[1, 0, 0, 1, 0, 0]"
1968,"After being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2-person table .","[0, 0, 0, 0, 1, 0]"
1969,"And , atlhough tables opened up next to us and we ASKED for a slightly larger space , they left us awkardly seated .","[0, 1, 0, 0, 0, 0]"
1970,"Needless to say , I 'm never going back and you should be wary too .","[0, 0, 0, 0, 0, 1]"
1971,"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .","[0, 0, 0, 1, 0, 0]"
1972,"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","[0, 0, 0, 1, 0, 0]"
1973,And the Tom Kha soup was pathetic .,"[0, 0, 0, 1, 0, 0]"
1974,If you want good authentic Thai this place is not the place to go .,"[0, 0, 0, 1, 0, 0]"
1975,What a great place .,"[0, 0, 0, 0, 0, 1]"
1976,I came into the city to try out this restaurant because a friend had recommended it to my husband .,"[0, 0, 0, 0, 1, 0]"
1977,"I was n't thrilled to have to wait on line for thirty minutes , but I guess that 's the price you pay for a popular place .","[0, 0, 0, 0, 1, 0]"
1978,I would definitely recommend SEA if you like thai cuisine !,"[0, 0, 0, 1, 0, 0]"
1979,Delicious food at a great price but do not go here on a cold day and sit by the front door .,"[0, 0, 1, 1, 0, 0]"
1980,The red sliding doors may be unique but they do not block off the cold air from the outside .,"[1, 0, 0, 0, 0, 0]"
1981,I was with a party of 7 ( close but not next the the front doors ) and we were eating with our coats on .,"[0, 0, 0, 0, 1, 0]"
1982,Too cold to enjoy .,"[1, 0, 0, 0, 0, 0]"
1983,Went there and had a combination of different seafood dishes and appetizers .,"[0, 0, 0, 1, 0, 0]"
1984,The food was spicy and delicious .,"[0, 0, 0, 1, 0, 0]"
1985,"It might have been a little too spicy for my friend , which you can couteract with eat more rice and keeping water on hand .","[0, 0, 0, 1, 0, 0]"
1986,"The place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .","[1, 0, 0, 0, 0, 0]"
1987,The price was extremely reasonable for the appetizers and food we ate .,"[0, 0, 1, 0, 0, 0]"
1988,My suggestion is to eat family style because you 'll want to try the other dishes .,"[0, 0, 0, 0, 0, 1]"
1989,"Sure , the setting is nice .","[1, 0, 0, 0, 0, 0]"
1990,It 's convenient .,"[0, 0, 0, 0, 0, 1]"
1991,What I did n't like was how the food came right after it was ordered .,"[0, 0, 0, 1, 0, 0]"
1992,This made it obvious that the food was n't cooked fresh ; it was obviously made before hand and then reheated .,"[0, 0, 0, 1, 0, 0]"
1993,Definitely not worth the pric e !,"[0, 0, 1, 0, 0, 0]"
1994,Do n't go .,"[0, 0, 0, 0, 0, 1]"
1995,"As a fan of Thai , I have tried quite a few different restaurants in NYC and this one was definitely the worst .","[0, 0, 0, 0, 0, 1]"
1996,"The food was not fresh , the sauces were bland and very oily .","[0, 0, 0, 1, 0, 0]"
1997,It just was n't Thai .,"[0, 0, 0, 0, 0, 1]"
1998,I recently tried Suan and I thought that it was great .,"[0, 0, 0, 0, 0, 1]"
1999,This little place definitely exceeded my expectations and you sure get a lot of food for your money .,"[0, 0, 1, 0, 0, 0]"
2000,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,"[0, 1, 0, 1, 0, 0]"
2001,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood .,"[0, 0, 0, 0, 0, 1]"
2002,Suan is a great place that I often take my friends ( classmates ) too .,"[0, 0, 0, 0, 0, 1]"
2003,"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .","[1, 0, 1, 0, 0, 0]"
2004,I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST !,"[0, 0, 0, 1, 0, 0]"
2005,"I was in love with Pongsri on 48th , but compared to Suan it is slow in service and overpriced .","[0, 0, 0, 0, 0, 1]"
2006,I will go back to Suan soon !,"[0, 0, 0, 0, 0, 1]"
2007,In summer-eat outside on a terrace ( another great feature of Suan ) ! ! !,"[1, 0, 0, 0, 0, 0]"
2008,Suan was a recommendation that I am glad we heeded .,"[0, 0, 0, 0, 0, 1]"
2009,"I have been a longtime fan of Holy Basil in the East Village , and while I do believe their food has slightly slipped in quality , I have been hesitant to be disloyal .","[0, 0, 0, 0, 0, 1]"
2010,Suan has challenged this loyalty .,"[0, 0, 0, 0, 0, 1]"
2011,I was very impressed by this low-key upper eastsider and their authentically thai cuisine ! ! !,"[1, 0, 0, 1, 0, 0]"
2012,"They do cater to American palates , but if you like it hot let them know and they are more than willing to oblig e !","[0, 0, 0, 1, 0, 0]"
2013,Try the green curry ! ! !,"[0, 0, 0, 1, 0, 0]"
2014,"Good crowd , good outdoor seating , with a hip japanese vibe .","[1, 0, 0, 0, 0, 0]"
2015,Staff was cool enough to exlplain all the different sakes ( they have a small but delicious selec tion ) and make amazing recommendations .,"[0, 1, 0, 1, 0, 0]"
2016,There 's something smooth about sipping sake upper east side style .,"[0, 0, 0, 0, 0, 1]"
2017,I brought some buddies from CA and they loved it .,"[0, 0, 0, 0, 1, 0]"
2018,Kudos Haru,"[0, 0, 0, 0, 0, 1]"
2019,We ate outside at Haru 's Sake bar because Haru 's restaurant next door was overflowing .,"[0, 0, 0, 0, 1, 0]"
2020,What 's the difference between the two ?,"[0, 0, 0, 0, 0, 1]"
2021,"Their sake list was extensive , but we were looking for Purple Haze , which was n't listed but made for us upon request !","[0, 0, 0, 1, 0, 0]"
2022,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !","[0, 0, 0, 1, 0, 0]"
2023,We went around 9:30 on a Friday and it had died down a bit by then so the service was great !,"[0, 1, 0, 0, 0, 0]"
2024,"Tasty sushi  appetizers ...overall the food is quality ...varied saki selection , too .","[0, 0, 0, 1, 0, 0]"
2025,"Good , dark atmosphere and the music is a nice touch .","[1, 0, 0, 0, 0, 0]"
2026,My only problem is that you are literally sitting on top of the people next to you !,"[1, 0, 0, 0, 0, 0]"
2027,"I know this is the case in many nyc eateries , but here , they really cram you in to the point where it 's borderline uncomfortable .","[1, 0, 0, 0, 0, 0]"
2028,"It ai n't cheap either , but then again , cheap food ai n't good and good food ai n't cheap .","[0, 0, 1, 1, 0, 0]"
2029,"If you 're craving for Haru 's great food , especially the House Roll , but ca n't stand the wait building outisde , head across the street to their Sake Bar !","[0, 0, 0, 1, 0, 0]"
2030,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you .,"[0, 0, 1, 1, 0, 0]"
2031,"Their sushi , Kamikaze and other Rolls are fresh and well presented .","[0, 0, 0, 1, 0, 0]"
2032,"Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .","[0, 0, 1, 1, 0, 0]"
2033,"This place is a literal hole-in-the-wall that is buried within Doyers , right off of Pell St ( barber 's alley ) in Chinatown .","[1, 0, 0, 0, 0, 0]"
2034,"The photobook menu was a cute touch , certainly helped my group and I pick the fried chicken , pork chop , and noodle dishes that we all ordered .","[0, 0, 0, 1, 0, 0]"
2035,"The cuisine from what I 've gathered is authentic Taiw a nese , though its very different from what I 've been accustomed to in Taipei .","[0, 0, 0, 1, 0, 0]"
2036,The menu choices are similar but the taste lacked more flavor than it looked .,"[0, 0, 0, 1, 0, 0]"
2037,"Overall , I 'm still impressed that the place even exists and the prices are quite decent but then again , its Chinatown .","[0, 0, 1, 0, 0, 0]"
2038,"The restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiw a nese .","[1, 0, 0, 0, 0, 0]"
2039,"If you 're not familiar with the cuisine , you may encounter problems ordering here and be sure to bring plenty of cash with you as they do n't accept credit cards .","[0, 0, 0, 0, 0, 1]"
2040,You fellas above says its the best Taiwanese restaurant in town .,"[0, 0, 0, 0, 0, 1]"
2041,However it is the ONLY Taiwanese restaurant in town .,"[0, 0, 0, 0, 0, 1]"
2042,The food is okay and the prices here are mediocre .,"[0, 0, 1, 1, 0, 0]"
2043,You ca n't say its cheap because food is cheaper in Chinatown .,"[0, 0, 1, 0, 0, 0]"
2044,"They 're are better Taiwanese restaurants and they are located in Flushing , Queens .","[0, 0, 0, 0, 0, 1]"
2045,Best drumsticks over rice and sour spicy soup in town !,"[0, 0, 0, 1, 0, 0]"
2046,Beef noodle soup is good as well .,"[0, 0, 0, 1, 0, 0]"
2047,The service is good and the resturant is clean .,"[1, 1, 0, 0, 0, 0]"
2048,Best Taiwanese food in NY!,"[0, 0, 0, 0, 0, 1]"
2049,Authentic Taiwanese food that 's cheap ... what more could you ask for ?,"[0, 0, 1, 1, 0, 0]"
2050,( Besides that there should be more restaurants like it around the city ) .,"[0, 0, 0, 0, 0, 1]"
2051,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan .,"[0, 0, 0, 1, 0, 0]"
2052,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded .,"[0, 0, 0, 0, 0, 1]"
2053,"However , it is jus too good to not praise it .","[0, 0, 0, 0, 0, 1]"
2054,"By far , the best pizza in Manhattan .","[0, 0, 0, 1, 0, 0]"
2055,"The crust is thin , the ingredients are fresh and the staff is friendly .","[0, 1, 0, 1, 0, 0]"
2056,"For all you lazy folks that do n't want to come to Alphabet City , I say , good - stay out .","[0, 0, 0, 0, 0, 1]"
2057,less wait time for me !,"[0, 0, 0, 0, 0, 1]"
2058,Really .,"[0, 0, 0, 0, 0, 1]"
2059,"Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .","[0, 0, 0, 1, 0, 0]"
2060,All conveniently delivered right to the door .,"[0, 1, 0, 0, 0, 0]"
2061,They are FAST .,"[0, 1, 0, 0, 0, 0]"
2062,"I 've eaten at Pizza Gruppo a few times , but more often I order delivery .","[0, 0, 0, 0, 0, 1]"
2063,The food is great .,"[0, 0, 0, 1, 0, 0]"
2064,Personal pans are the perfect size for those hungry nights .,"[0, 0, 0, 1, 0, 0]"
2065,I heartily recommend .,"[0, 0, 0, 0, 0, 1]"
2066,There is a downside if you 're ordering in -- the delivery guys have MAJOR attitude .,"[0, 1, 0, 0, 0, 0]"
2067,Never have I had such dramatic delivery guys ( a lot of huffing and panting and muttering under breath b I live in a walkup ) who always seem disappointed with their tips .,"[0, 1, 0, 0, 0, 0]"
2068,"Hey , I think $ 2+ for a 5 block walk ai n't bad .","[0, 0, 0, 0, 0, 1]"
2069,Stumbled upon this gem of a pizza place and I will be going back frequently .,"[0, 0, 0, 0, 0, 1]"
2070,The thin crust pizza is amazing -- you can choose any toping your own .,"[0, 0, 0, 1, 0, 0]"
2071,The service was great as well .,"[0, 1, 0, 0, 0, 0]"
2072,"Not a large place , but it 's cute and cozy .","[1, 0, 0, 0, 0, 0]"
2073,"Not a typical pizza joint , but good for a low key and fairly cheap nice sit down dinner .","[0, 0, 1, 0, 0, 0]"
2074,I started out with a Bombay beer which was big enough for two .,"[0, 0, 0, 1, 0, 0]"
2075,For dinner I had the chicken tikka-masala and some garlic naan .,"[0, 0, 0, 1, 0, 0]"
2076,MMmmm ... it was delicious .,"[0, 0, 0, 1, 0, 0]"
2077,"Service was slow , but the people were friendly .","[0, 1, 0, 0, 0, 0]"
2078,It 's a nice place to relax and have conversation .,"[1, 0, 0, 0, 0, 0]"
2079,I ca n't wait to go back .,"[0, 0, 0, 0, 0, 1]"
2080,Excellent lunch buffet for only $ 6.95 .,"[0, 0, 1, 1, 0, 0]"
2081,We always go there on the weekends and leave extremely full and satisfied .,"[0, 0, 0, 0, 0, 1]"
2082,The selection changes frequently but the basic dishes are always available .,"[0, 0, 0, 1, 0, 0]"
2083,Just remember not to wear your best clothes b you 'll come out smelling like Indian food ... but it 's well worth it !,"[1, 0, 0, 0, 0, 0]"
2084,Great Indian food and the service is incredible .,"[0, 1, 0, 1, 0, 0]"
2085,The owner truly caters to all your needs .,"[0, 1, 0, 0, 0, 0]"
2086,"When family came in he gave them apps to test their palets , and then ordered for them .","[0, 1, 0, 0, 0, 0]"
2087,Everyone was more then happy with his choices .,"[0, 1, 0, 0, 0, 0]"
2088,Great food and the prices are very reasonable .,"[0, 0, 1, 1, 0, 0]"
2089,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side .,"[0, 0, 1, 1, 0, 0]"
2090,Although be warned their dinner menu to sit and take out prices are different .,"[0, 0, 1, 0, 0, 0]"
2091,Prices are higher to dine in and their chicken tikka marsala is quite good .,"[0, 0, 1, 1, 0, 0]"
2092,Ambiance is barely romantic but management tries .,"[1, 0, 0, 0, 0, 0]"
2093,Dahkin also offers prix fixe lunch and buffet .,"[0, 0, 0, 1, 0, 0]"
2094,Stay away from the latter since you wo n't go for seconds ( hint hint ) .,"[0, 0, 0, 1, 0, 0]"
2095,"Prix fixe lunch comes with entree , nan roti and basmati rice - a good deal for $ 6 . You 're be paying twice for the same option during dinner .","[0, 0, 1, 1, 0, 0]"
2096,We arrived on time for our reservation and seated promptly.The,"[0, 0, 0, 0, 1, 0]"
2097,menu has so many fish items and oysters.We,"[0, 0, 0, 1, 0, 0]"
2098,all ordered different entrees so we could share.The,"[0, 0, 0, 0, 1, 0]"
2099,"fish was really ,really fresh .I lived in Maine for ten years and grew up on fish.We all agreed that mare is one of the best seafood restaurants in New York .","[0, 0, 0, 1, 0, 0]"
2100,Ive passed by the spot tons of times always wanting to go in .,"[0, 0, 0, 0, 0, 1]"
2101,"We made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school Italian scenery with lots of fun stuff to admire .","[1, 0, 0, 0, 0, 0]"
2102,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,"[0, 0, 0, 1, 0, 0]"
2103,My boyfriend ate tuna and it was cooked perfectly !,"[0, 0, 0, 1, 0, 0]"
2104,"Service was great ; wine was good , only concern would be that there were too few light beers .","[0, 1, 0, 1, 0, 0]"
2105,"We sprung 7 people on them , plus a Seeing Eye Dog ! Still they accommodated us , and were friendly to boot !","[0, 1, 0, 0, 0, 0]"
2106,The octopus eaters were floored by the Octopus salad .,"[0, 0, 0, 1, 0, 0]"
2107,And the fried clams had just enough kick to them to make 'em worth eating .,"[0, 0, 0, 1, 0, 0]"
2108,Other seafood dishes were very good ( N O COMPLAINTS FROM ANYONE! ) . Deserts were terriffic .,"[0, 0, 0, 1, 0, 0]"
2109,"The $ 300 bill was a bit steep , but the experience was great .","[0, 0, 1, 0, 0, 0]"
2110,#NAME?,"[0, 0, 0, 0, 0, 1]"
2111,"To celebrate a birthday , three of us went to Mare anticipating great food .","[0, 0, 0, 0, 1, 0]"
2112,Not one of our meals was edible - bland and made with weird rosemary or orange flav o ring .,"[0, 0, 0, 1, 0, 0]"
2113,Fish was overdone .,"[0, 0, 0, 1, 0, 0]"
2114,"Cute place , nice wait staff but would never go there again .","[1, 1, 0, 0, 0, 0]"
2115,Someone else recommended the dessert - we also left that .,"[0, 0, 0, 1, 0, 0]"
2116,One of us actually liked the expresso - that 's it .,"[0, 0, 0, 1, 0, 0]"
2117,"Skip this restaurant , it 's a big disappointment .","[0, 0, 0, 0, 0, 1]"
2118,"i can only vouch for my favorite dishes : egg drop soup , dumplings and general tso 's chicken .","[0, 0, 0, 1, 0, 0]"
2119,delicious .,"[0, 0, 0, 1, 0, 0]"
2120,"and i have been around the block , to say the very least .","[0, 0, 0, 0, 0, 1]"
2121,friends have sampled other choices on the menu and have found them to their taste .,"[0, 0, 0, 1, 0, 0]"
2122,happy to be a regular at this place and would warmly recommend it to anyone .,"[0, 0, 0, 0, 0, 1]"
2123,p.s. : not affiliated with mgm t .,"[0, 0, 0, 0, 0, 1]"
2124,just a regular person .,"[0, 0, 0, 0, 0, 1]"
2125,"Looked up on citysearch ... figured try a new place in Chinatown , HUGE , I MEAN HUGE MISTAKE.","[0, 0, 0, 0, 0, 1]"
2126,"The food was just awful , ATROCIOUS actually .","[0, 0, 0, 1, 0, 0]"
2127,"The service was typical short-order , dinner type .","[0, 1, 0, 0, 0, 0]"
2128,But I just would like to say I read the reviews people left and thats why I checked it out .,"[0, 0, 0, 0, 0, 1]"
2129,Look I dont know if the people who wrote the reviews have ever been to a decent place ( PLEASE TRY SOMEOTHER PLACES ) .,"[0, 0, 0, 0, 0, 1]"
2130,"But WARNING : to all those that use this site be weary , be very weary of recommendations .","[0, 0, 0, 0, 0, 1]"
2131,If you have a dumpling fetish i suggest you try some here !,"[0, 0, 0, 1, 0, 0]"
2132,The skin of the dumplings are made fresh here and you can tell b it melts in your mouth !,"[0, 0, 0, 1, 0, 0]"
2133,The fried rice is amazing here .,"[0, 0, 0, 1, 0, 0]"
2134,I 've been coming here as a child and always come back for the taste .,"[0, 0, 0, 1, 0, 0]"
2135,The dim sum servings here are a bit larger than I 'm used to .,"[0, 0, 0, 1, 0, 0]"
2136,Several of the dim sum orders had about 6-8 pieces .,"[0, 0, 0, 1, 0, 0]"
2137,That 's good and bad .,"[0, 0, 0, 0, 0, 1]"
2138,"Good , because hey , it 's more food , but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap .","[0, 0, 0, 1, 0, 0]"
2139,We saw them heating up at least one frozen item though I 'm not sure which dim sum dish it was .,"[0, 0, 0, 1, 0, 0]"
2140,Nevertheless the food itself is pretty good .,"[0, 0, 0, 1, 0, 0]"
2141,"Spice is great Thai food , love the inexpensive appetizers .","[0, 0, 1, 1, 0, 0]"
2142,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes .,"[0, 0, 0, 0, 0, 1]"
2143,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating .,"[0, 1, 0, 0, 0, 0]"
2144,Its worth the wait though .,"[0, 0, 0, 0, 0, 1]"
2145,All the NYU students love this place so it makes for a fun young atmosphere .,"[1, 0, 0, 0, 0, 0]"
2146,I have been to spice three times - twice during lunch and once at dinner .,"[0, 0, 0, 0, 1, 0]"
2147,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials .,"[0, 0, 1, 1, 0, 0]"
2148,They are served with a free appetizer and the portions are perfect for lunch .,"[0, 0, 1, 1, 0, 0]"
2149,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .,"[0, 0, 0, 1, 0, 0]"
2150,I love this place .,"[0, 0, 0, 0, 0, 1]"
2151,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down , rushing you out .","[0, 1, 0, 0, 0, 0]"
2152,I have to say that if this what makes it easier to get a saet a lunch- I dont mind .,"[0, 0, 0, 0, 0, 1]"
2153,"The place is sleek , modern and playfull and i will return again frequently .","[1, 0, 0, 0, 0, 0]"
2154,Great food at reasonable prices .,"[0, 0, 1, 1, 0, 0]"
2155,"For appetizers , I recommend the shrimp fritters and dumplings .","[0, 0, 0, 1, 0, 0]"
2156,"It 's usually packed for good reason , esp.","[0, 0, 0, 0, 0, 1]"
2157,"at night , but it 's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous .","[1, 0, 0, 0, 0, 0]"
2158,And I would have to agree with the masses in terms of service - delivery is their Achilles ' heel .,"[0, 1, 0, 0, 0, 0]"
