,text,label_category
1882,Still getting use to Window 8.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1883,Has a built in camera which i do not use.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1884,Sturdy but only for typical wear and tear.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1885,Can not believe the price!,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1886,"Amazing computer,  perfect for school.","[0, 0, 0, 0, 0, 0, 0, 1, 1]"
1887,I've had my Lenovo for a little over a month now and it does everything i want it to do and more.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1888,i really have nothing negative to say about it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1889,The keyboard is a little wonky with having to use the Function button to get the F-keys but with how infrequently i use those it is a non-issue.,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
1890,it is a great value for what you get.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1891,i can run somewhat modern games like Skyrim and Fallout New Vegas with no issues.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1892,I get giddy every time I use this thing.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1893,It is a thing of beauty and fast enough.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
1894,What's fast enough?,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1895,When you click and don't wait.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1896,"Waiting is horrible, and not waiting is the best thing on earth.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1897,"So yes, it is ridiculously fast.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1898,The battery will get you from LA to NY no problem.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1899,THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1900,IT IS VERY LIGHT AND THE PICTURE IS NICE  AND THE PRICE WAS AMAZING.,"[0, 1, 0, 0, 1, 1, 0, 0, 0]"
1901,CAN EVEN READMY KINDLE ON THIS COMPUTER,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1902,"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming","[0, 0, 0, 0, 0, 1, 0, 1, 1]"
1903,for the price this is a super product out of the box.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1904,It wont wow you with its speed but who can complain at $249.,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
1905,plus this computer comes with a full size keyboard.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1906,NO junkware!!,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
1907,"This computer is great for someone who is looking to manage their online life(banling, facebook etc) and some basic offline work using MS Office.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1908,the only drawback is no DVD player.. but for $20 you can buy an external one,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1909,Very light and beautiful.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1910,It's just a little slow.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1911,five starts,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1912,Terribly slow...,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1913,Start up time took forever everything runs very slowly.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1914,Screen broke 1 month outside warranty.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1915,Overall build quality is cheap.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1916,Avoid Acer.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1917,Not bad.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1918,"Nice and light, seems to help your work instead of becoming work itself.","[0, 1, 0, 0, 0, 0, 1, 0, 0]"
1919,Perfect size for me.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1920,"Probably not a gaming machine, which I have zero interest in.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1921,i just love this ultrabook,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1922,i defenitly recommend it for anyone for office and home work,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1923,It's ok.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1924,I find that it often gets very slow and I have to restart more than usual.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1925,"It's light and easy to use, though.","[0, 1, 0, 0, 0, 0, 1, 0, 0]"
1926,"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.","[0, 0, 0, 0, 0, 0, 1, 1, 0]"
1927,"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.","[0, 1, 0, 0, 0, 1, 1, 1, 0]"
1928,I love this computer!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1929,However I am very upset that it doesn't have the superdrive built in!,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1930,Supper east to use.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1931,Retina display is beautiful.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1932,Also very quick laptop!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1933,Con: Hate that it has no disk drive.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1934,"beautifully done, the computer is amazingly faster compared to other version of macbook pro i have had in the past.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1935,I am also glad it doesnt get too hot when left on for an extended period of time.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1936,"The battery life is good, even with using high profile software like Sibelius 7 for a good half of the day.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1937,"Overall, the performance and specs are definitely great for the price compared to other laptop of the same price, which make this Apple purchase a worthwhile one.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1938,"Wonderful, super fast, lightweight computer","[0, 1, 1, 0, 0, 0, 0, 1, 0]"
1939,"The New Macbook pro working, good user experience, fast speed, faster start up time.","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
1940,This is what I was looking for.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1941,It has a wide screen and it's easy to use.,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
1942,"At my age, I need this kind of laptop.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1943,Extremely slow.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1944,A masterpiece of crap.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1945,not durable .,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1946,"slow processor, just not it","[0, 0, 1, 0, 0, 0, 0, 1, 0]"
1947,I upgraded the memory from 4gb to 8gb and found the user manual (which I read while awaiting the laptop to arrive) more useful than the Youtube demo.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1948,"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
1949,External monitor worked easily.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
1950,Been using Lenovo ThinkPad Edge laptops in our business for several years now and have no complaints about any of them.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1951,"They have held up well not just in our sales department, but also in our service department where they are exposed to dust, exhaust, grease, oil, and all manner of other non-computer-friendly substances.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1952,"GENERAL, a quality laptop.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1953,The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,"[0, 1, 0, 0, 0, 0, 1, 1, 0]"
1954,Windows 7 rocks.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1955,Computer runs very slow!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1956,Great Laptop!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1957,"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing","[0, 1, 0, 0, 0, 0, 1, 0, 1]"
1958,"One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive.","[0, 1, 0, 0, 0, 0, 0, 1, 0]"
1959,Only drawback is no LED to show when the hard drive is being accessed.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1960,"Not a necessity, but something I've come to expect.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1961,Does what I need it to do and the price was right!,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1962,Great laptop from Apple!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1963,Apple is unrivaled in terms of build quality and functionality.,"[0, 0, 1, 0, 0, 1, 0, 1, 0]"
1964,The retina screen is absolutely beautiful and the touchpad is the best touchpad to date.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1965,The pair allow for seamless navigation throughout the whole interface.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1966,Battery life is astonishing given the processing power and high resolution display.,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
1967,I can easily get 10 hours out of a full charge.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1968,"Also, I find OS X much more simple and easy to use than Windows.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1969,"Overall, a high quality laptop and a great value considering all this computer has to offer.","[0, 0, 0, 0, 1, 1, 0, 1, 0]"
1970,Well worth the extra cost.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1971,"As a long time PC user, I nearly done using PCs.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1972,Size is perfect and display is beautiful!,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
1973,Get Speck cover at the same time!,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1974,"Excellent performance, especially given its price point.","[0, 0, 1, 0, 1, 0, 0, 0, 0]"
1975,It's performing very well after a week's use and I don't anticipate any trouble given my past experiences with Dell pcs.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1976,The screen is wide and provides excellent clarity.,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
1977,"In addition to some usage on the road, this is also my desktop unit.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1978,"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.","[0, 1, 0, 1, 0, 0, 0, 0, 0]"
1979,This was recommended to me by an IT support specialist in the local school district.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1980,I can appreciate why she recommended it!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1981,"If you are undecided between a desktop or laptop pc, I strongly recommend this pc as a solution.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1982,Don't expect much in terms of performance from this laptop.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1983,"It gets the job done in terms of having a computer that can browse the web, use Word/Excel, and the like.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1984,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
1985,fast easy,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
1986,I live in Jamaica and bought this online and my husband took it down for me.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1987,So far I do not have any trouble with it other than the picture quality is a bit poor.,"[0, 0, 0, 0, 0, 1, 0, 1, 0]"
1988,My son saw this laptop online and told be about it and i thought it was a good deal and bought it.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1989,I have had it over a month now and it works just fine.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1990,This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1991,My daughter uses it for college too and it works great for both of us.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1992,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!","[0, 0, 0, 0, 0, 1, 0, 1, 0]"
1993,This laptop is absolutely horrible.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1994,I bought it simply for Excel on Windows for work since I have a Macbook Air and literally the thing freezes and lags opening Excel or my web browser.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1995,There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1996,I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1997,I appreciate the effort to hit affordable pricing Dell but just not worth it.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1998,It is slow and complicated and very disappointing,"[0, 0, 1, 0, 0, 0, 1, 1, 0]"
1999,Great labtop..,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2000,not as fast as I would have liked it to be but everything else is great!,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
2001,I've only had this computer for a few days an I already don't like it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2002,The battery life is a joke and it's causing other problems.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2003,I will be returning it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2004,If people are writing bad reviews about this laptop then believe what they say.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2005,This is an ok computer.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2006,The processor shows a speed of 1.7gz.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2007,The sound is disappointing.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2008,No bass sound at all.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2009,Maybe this one is just a dud.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2010,the computer is very wonderful.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2011,was not aware it did not have a disk drive when i bought it or i would not of purchased it.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2012,it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
2013,its very fast and very light.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
2014,great product.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2015,i am giviing it four stars instead of five because of no disk drive and the crashing,"[0, 1, 1, 0, 0, 0, 0, 1, 0]"
2016,I absolutely love my Dell Inspiron!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2017,I use it for basic web browsing and word processing.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2018,I have also used it to watch YouTube and Hulu.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2019,"It powers on/off very quickly, and it loads up automatically.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2020,"The mouse click is a bit loud, but it really isn't a problem.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2021,"For $250, I highly recommend!!","[0, 0, 0, 0, 1, 0, 0, 1, 0]"
2022,very poor quality lap top....,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2023,I am returning it...,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2024,Slow,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2025,GREAT value laptop!,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
2026,I can't believe this was just $250,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2027,I am using primarily for Office and Outlook while I'm on the road.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2028,"Speed is great, easy to set up and get going.","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
2029,Very pleased so far.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2030,It is very difficult to use this computer.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2031,Too many steps to get anywhere and hard to set up,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2032,"This things run smoothly for its price, and the battery life seems to go on forever.","[0, 0, 1, 0, 1, 0, 0, 0, 0]"
2033,I got this laptop as an upgrade / replacement for my old Lenovo notebook.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2034,"I didn't have that much money, so I thought I'd give the Inspiron a try.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2035,I wasn't disappointed in its performance.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2036,"All in all, it's well worth its price tag.","[0, 0, 0, 0, 1, 0, 0, 1, 0]"
2037,Great laptop for the price.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
2038,It was nearly impossible to find a laptop that had A) a side keyboard.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2039,I do a lot of 10-key so I can't be pecking around at the top looking for numbers,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2040,B) a DVD/CD player.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2041,I have a lot of antiquated programs that I use that require a download,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2042,C) a large hard drive instead of using the Cloud,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2043,D) was under $300 with shipping.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2044,The only con is Windows effin 8.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2045,Still giving it a 5 star rating because it is fast and a nice sized screen.,"[0, 1, 1, 0, 0, 0, 0, 1, 0]"
2046,Great for web design and general work.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2047,Overall good but processing power isn't very good.,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
2048,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.","[0, 0, 1, 0, 0, 0, 0, 1, 0]"
2049,I replaced stock drive with WD Black 7K drive and is still quite slow.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2050,Battery doesn't last long web browsing (2.5 hours maybe).,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2051,It has some bloat wear that I wish weren't there.,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
2052,It works fine for a PC in this price range.,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
2053,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2054,Terrific value for the money.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
2055,Love the key layout and the built-in mouse pad - all work well and are properly sized.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
2056,"Was easy to get up and running and comes with Windows 7 Pro (my favorite operating system so far, do not  like Windows 8).","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2057,Highly recommended.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2058,works good but doesn't seem like it's made sturdy.,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
2059,kinda to light and plastic feeling.,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2060,i have square trade for it just in case it breaks,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2061,Killer computer.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2062,Replaced a 10 year old HP that never gave us a lick of trouble.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2063,I would highly recommend this computer it is FAST!!!,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
2064,Doesn't have touch screen but I have a tablet so that wasn't so important.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2065,Look and feel is good.,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2066,I am experiencing the system little slower than what I have expected.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2067,"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2068,The hdd has a scratching noise.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2069,The system sometimes lags a lot.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2070,I don't like it at all...,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2071,I can't put a protector to make presentation...,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2072,A good value on a quality product.,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
2073,"Easy setup, and delivers all the functions we need.","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
2074,This laptop is amazing!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2075,"Despite the fact that there's no optical drive, everything is perfect.","[0, 1, 0, 0, 0, 0, 0, 1, 0]"
2076,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.","[0, 0, 0, 0, 0, 1, 1, 1, 0]"
2077,The home page/startup is easy to navigate which is the one thing I was mainly concerned about.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2078,"Internet is fast and reliable, battery life lasts a long time.","[1, 0, 1, 0, 0, 0, 0, 0, 0]"
2079,I love this laptop!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2080,LOOKS LIKE THIS DELL IS A PIECE OF CRAP.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2081,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!","[0, 0, 1, 0, 0, 1, 0, 0, 0]"
2082,DO NOT RECOMMEND!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2083,Awesome laptop!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2084,Standard issue for company road-warriors where I work.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2085,"Bootup time is amazing, battery life is decent and it has a great slim form factor.","[0, 1, 1, 0, 0, 0, 0, 0, 0]"
2086,"Fantastic machine, I have never believed the hype behind Apple products, but must admit I am now a Mac user and do not see myself going back.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2087,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.","[0, 0, 0, 0, 0, 0, 1, 1, 0]"
2088,More than enough for my use.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2089,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;","[0, 1, 0, 0, 0, 1, 1, 0, 0]"
2090,I even installed a windows partition to be able to run Windows software.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2091,"Things just work, they are fluid, easy to use and understand, fast and work well.","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
2092,"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2093,"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2094,"Now when I say don't expect to play games on it, I mean it.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2095,Pretty much every major game save for Solitare won't even play on it due to the slower processor.,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
2096,"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2097,"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2098,"The webcam is nothing special, its there if you need it.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2099,Don't expect it to take good pictures or video.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2100,The battery is pretty soild.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2101,It lasts up to 5-6 hours with normal use.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2102,The computer itself runs very quiet and is mostly cool to the touch.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2103,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
2104,I would strongly recommend to remove it and install Windows 7 on it with a usb drive.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2105,The performance will improve on it.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2106,Trust me.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2107,Not bad for the price.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
2108,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,"[0, 1, 0, 0, 1, 0, 0, 0, 1]"
2109,"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2110,"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.","[0, 0, 0, 0, 0, 0, 1, 1, 0]"
2111,Love everything about this laptop!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2112,"Sound, quality and touchscreen are awesome!","[0, 0, 0, 0, 0, 1, 0, 1, 0]"
2113,I would definitely recommend this!!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2114,I love this laptop to the moon.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2115,"My favorite colors black and red, the matte material and the red backlight of the keyboard.","[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2116,The sound is great and it's fast.,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
2117,I had a number of updates to do and customization.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2118,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2119,The touch screen response is fast and it picks up bluetooth and wifi FAST.,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
2120,"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.","[0, 1, 0, 0, 0, 0, 0, 0, 1]"
2121,It's exactly like the picture and I AM SATISFIED.,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
2122,Great laptop light and very versatile,"[0, 1, 0, 0, 0, 0, 1, 1, 0]"
2123,it was easy to set up.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2124,I like the number pad for work so that's nice,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2125,"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2126,"It took some getting used to on the Widows 8.1, after being an XP user for many years.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2127,Everything seems to be running smoothly.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2128,Only downfall is the preloaded McAfee and other software.,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
2129,"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.","[0, 0, 0, 0, 0, 0, 0, 1, 1]"
2130,"Device is light weight, quiet during operation and produces little to no heat.","[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2131,It has a quick start up and shut down time.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2132,The display is good quality.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2133,Just wish there were more USB ports.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2134,"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.","[0, 0, 0, 0, 1, 1, 0, 1, 0]"
2135,"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.","[0, 1, 0, 0, 0, 0, 1, 1, 0]"
2136,It's so damn good I bought 2 :D,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2137,"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2138,Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
